12.4,0.15734
12.5,0.12688
12.6,0.14926
12.7,0.13766
12.8,0.1362
12.9,0.19379
13,0.14128
13.1,0.14815
13.2,0.1756
13.3,0.1394
13.4,0.12803
13.5,0.16838
13.6,0.12877
13.7,0.16157
13.8,0.17581
13.9,0.13419
14,0.13714
14.1,0.12993
14.2,0.15081
14.3,0.1556
14.4,0.13047
14.5,0.17559
14.6,0.16943
14.7,0.15241
14.8,0.15727
14.9,0.1511
15,0.17728
15.1,0.1506
15.2,0.12964
15.3,0.17169
15.4,0.19096
15.5,0.16596
15.6,0.15022
15.7,0.14983
15.8,0.13406
15.9,0.14556
16,0.14399
16.1,0.13476
16.2,0.15373
16.3,0.17413
16.4,0.17053
16.5,0.15145
16.6,0.14873
16.7,0.14344
16.8,0.16937
16.9,0.17372
17,0.16758
17.1,0.14809
17.2,0.15049
17.3,0.13895
17.4,0.17032
17.5,0.19322
17.6,0.15285
17.7,0.18244
17.8,0.14743
17.9,0.14625
18,0.17819
18.1,0.15907
18.2,0.15712
18.3,0.169
18.4,0.15247
18.5,0.15829
18.6,0.16296
18.7,0.14265
18.8,0.17176
18.9,0.14311
19,0.1629
19.1,0.15762
19.2,0.15835
19.3,0.15287
19.4,0.12644
19.5,0.17164
19.6,0.12795
19.7,0.18363
19.8,0.19883
19.9,0.15524
20,0.15168
20.1,0.15889
20.2,0.1538
20.3,0.14386
20.4,0.13286
20.5,0.18909
20.6,0.12786
20.7,0.18385
20.8,0.17358
20.9,0.15884
21,0.20467
21.1,0.185
21.2,0.18853
21.3,0.19798
21.4,0.1879
21.5,0.19072
21.6,0.17512
21.7,0.17171
21.8,0.18015
21.9,0.22505
22,0.12934
22.1,0.21446
22.2,0.13892
22.3,0.13719
22.4,0.17576
22.5,0.19878
22.6,0.136
22.7,0.15131
22.8,0.19483
22.9,0.16213
23,0.21699
23.1,0.12883
23.2,0.14994
23.3,0.2068
23.4,0.13319
23.5,0.22143
23.6,0.19878
23.7,0.15248
23.8,0.14647
23.9,0.16185
24,0.12607
24.1,0.17548
24.2,0.18214
24.3,0.15652
24.4,0.20341
24.5,0.17432
24.6,0.1556
24.7,0.17762
24.8,0.16621
24.9,0.18565
25,0.13996
25.1,0.16922
25.2,0.13343
25.3,0.1888
25.4,0.18156
25.5,0.17306
25.6,0.15337
25.7,0.17798
25.8,0.19585
25.9,0.21071
26,0.16043
26.1,0.20662
26.2,0.14897
26.3,0.14767
26.4,0.1494
26.5,0.15575
26.6,0.1767
26.7,0.15221
26.8,0.17473
26.9,0.15812
27,0.14013
27.1,0.15347
27.2,0.13451
27.3,0.18944
27.4,0.22509
27.5,0.17685
27.6,0.14427
27.7,0.14045
27.8,0.14933
27.9,0.21319
28,0.23997
28.1,0.16521
28.2,0.14988
28.3,0.18763
28.4,0.13997
28.5,0.17455
28.6,0.21083
28.7,0.16337
28.8,0.20278
28.9,0.18421
29,0.19321
29.1,0.16624
29.2,0.1496
29.3,0.17502
29.4,0.16311
29.5,0.2046
29.6,0.16251
29.7,0.15664
29.8,0.15308
29.9,0.16452
30,0.22377
30.1,0.14258
30.2,0.1769
30.3,0.14878
30.4,0.16129
30.5,0.24131
30.6,0.1658
30.7,0.13695
30.8,0.20397
30.9,0.16681
31,0.16156
31.1,0.18025
31.2,0.2096
31.3,0.17644
31.4,0.14857
31.5,0.16171
31.6,0.18261
31.7,0.15271
31.8,0.16105
31.9,0.14994
32,0.15593
32.1,0.17528
32.2,0.16522
32.3,0.15534
32.4,0.17874
32.5,0.19835
32.6,0.15368
32.7,0.18905
32.8,0.18604
32.9,0.16414
33,0.2519
33.1,0.14697
33.2,0.17749
33.3,0.15794
33.4,0.18488
33.5,0.21343
33.6,0.16825
33.7,0.19343
33.8,0.22045
33.9,0.18166
34,0.13789
34.1,0.2067
34.2,0.19988
34.3,0.19894
34.4,0.16007
34.5,0.15415
34.6,0.17819
34.7,0.21314
34.8,0.22222
34.9,0.14078
35,0.22438
35.1,0.21623
35.2,0.2011
35.3,0.1804
35.4,0.16271
35.5,0.19281
35.6,0.15991
35.7,0.16907
35.8,0.19463
35.9,0.23218
36,0.17044
36.1,0.17452
36.2,0.16264
36.3,0.20156
36.4,0.16066
36.5,0.14605
36.6,0.17009
36.7,0.14453
36.8,0.17138
36.9,0.14299
37,0.2305
37.1,0.16912
37.2,0.18757
37.3,0.16541
37.4,0.21985
37.5,0.22079
37.6,0.19068
37.7,0.21774
37.8,0.17845
37.9,0.19364
38,0.16969
38.1,0.19738
38.2,0.2061
38.3,0.18639
38.4,0.17096
38.5,0.15068
38.6,0.18345
38.7,0.19078
38.8,0.17021
38.9,0.18772
39,0.22795
39.1,0.19889
39.2,0.16172
39.3,0.27221
39.4,0.17408
39.5,0.15378
39.6,0.15939
39.7,0.16768
39.8,0.16063
39.9,0.1955
40,0.18674
40.1,0.17157
40.2,0.19183
40.3,0.15227
40.4,0.19608
40.5,0.18657
40.6,0.15665
40.7,0.14624
40.8,0.18301
40.9,0.15042
41,0.21154
41.1,0.18959
41.2,0.18132
41.3,0.18539
41.4,0.2079
41.5,0.22927
41.6,0.18695
41.7,0.14426
41.8,0.15275
41.9,0.17258
42,0.15541
42.1,0.1836
42.2,0.17168
42.3,0.18194
42.4,0.17209
42.5,0.20519
42.6,0.16227
42.7,0.24193
42.8,0.21678
42.9,0.16329
43,0.17955
43.1,0.18078
43.2,0.23488
43.3,0.20807
43.4,0.15211
43.5,0.18304
43.6,0.28331
43.7,0.1812
43.8,0.15436
43.9,0.14836
44,0.17882
44.1,0.18158
44.2,0.20257
44.3,0.16148
44.4,0.21889
44.5,0.22969
44.6,0.19615
44.7,0.15654
44.8,0.20945
44.9,0.17266
45,0.20698
45.1,0.14014
45.2,0.16658
45.3,0.22333
45.4,0.15339
45.5,0.22955
45.6,0.24181
45.7,0.16453
45.8,0.19671
45.9,0.21581
46,0.15354
46.1,0.22523
46.2,0.1291
46.3,0.18399
46.4,0.19865
46.5,0.13567
46.6,0.16054
46.7,0.20397
46.8,0.15612
46.9,0.19181
47,0.16222
47.1,0.15464
47.2,0.18115
47.3,0.18162
47.4,0.16169
47.5,0.18501
47.6,0.15671
47.7,0.21778
47.8,0.18745
47.9,0.16201
48,0.16089
48.1,0.20944
48.2,0.19155
48.3,0.1736
48.4,0.17195
48.5,0.15805
48.6,0.16104
48.7,0.23522
48.8,0.19666
48.9,0.18245
49,0.19673
49.1,0.21723
49.2,0.19802
49.3,0.22656
49.4,0.23588
49.5,0.20371
49.6,0.15789
49.7,0.19232
49.8,0.14931
49.9,0.17797
50,0.17343
50.1,0.15848
50.2,0.2219
50.3,0.15399
50.4,0.1821
50.5,0.19558
50.6,0.18082
50.7,0.16804
50.8,0.17961
50.9,0.19763
51,0.15288
51.1,0.22147
51.2,0.17937
51.3,0.23538
51.4,0.17567
51.5,0.17919
51.6,0.18616
51.7,0.16129
51.8,0.2167
51.9,0.24846
52,0.14954
52.1,0.11879
52.2,0.19811
52.3,0.1733
52.4,0.16737
52.5,0.16215
52.6,0.20929
52.7,0.19928
52.8,0.17399
52.9,0.20783
53,0.16259
53.1,0.15282
53.2,0.14607
53.3,0.22252
53.4,0.14888
53.5,0.2069
53.6,0.21686
53.7,0.16857
53.8,0.19607
53.9,0.20806
54,0.1729
54.1,0.20819
54.2,0.18291
54.3,0.17908
54.4,0.18943
54.5,0.18125
54.6,0.17655
54.7,0.19454
54.8,0.14909
54.9,0.20417
55,0.15186
55.1,0.19351
55.2,0.203
55.3,0.16949
55.4,0.38197
55.5,0.21072
55.6,0.14577
55.7,0.17207
55.8,0.16796
55.9,0.22707
56,0.20064
56.1,0.19888
56.2,0.21584
56.3,0.18447
56.4,0.19373
56.5,0.23382
56.6,0.25052
56.7,0.22185
56.8,0.2334
56.9,0.20807
57,0.2361
57.1,0.19031
57.2,0.19758
57.3,0.19837
57.4,0.17168
57.5,0.18912
57.6,0.19245
57.7,0.26974
57.8,0.18552
57.9,0.13521
58,0.16944
58.1,0.16512
58.2,0.23695
58.3,0.17532
58.4,0.20962
58.5,0.17095
58.6,0.2429
58.7,0.15381
58.8,0.23117
58.9,0.20354
59,0.14957
59.1,0.16753
59.2,0.22805
59.3,0.14606
59.4,0.21818
59.5,0.16868
59.6,0.16915
59.7,0.13272
59.8,0.15608
59.9,0.186
60,0.19425
60.1,0.3518
60.2,0.15866
60.3,0.24861
60.4,0.1949
60.5,0.1602
60.6,0.17436
60.7,0.17693
60.8,0.20433
60.9,0.21067
61,0.19154
61.1,0.1621
61.2,0.20777
61.3,0.18035
61.4,0.1984
61.5,0.21486
61.6,0.21917
61.7,0.18463
61.8,0.17222
61.9,0.24668
62,0.21096
62.1,0.16771
62.2,0.20888
62.3,0.17147
62.4,0.16293
62.5,0.22341
62.6,0.16698
62.7,0.18911
62.8,0.17505
62.9,0.22584
63,0.17621
63.1,0.20255
63.2,0.1774
63.3,0.21276
63.4,0.24446
63.5,0.19363
63.6,0.21343
63.7,0.1755
63.8,0.20101
63.9,0.16203
64,0.1792
64.1,0.20069
64.2,0.18088
64.3,0.17707
64.4,0.16543
64.5,0.18524
64.6,0.37123
64.7,0.16443
64.8,0.16406
64.9,0.17851
65,0.20609
65.1,0.1957
65.2,0.19879
65.3,0.17298
65.4,0.19595
65.5,0.21675
65.6,0.1919
65.7,0.21227
65.8,0.19447
65.9,0.2491
66,0.18138
66.1,0.2107
66.2,0.14221
66.3,0.1553
66.4,0.17012
66.5,0.21507
66.6,0.1963
66.7,0.2037
66.8,0.15933
66.9,0.15025
67,0.16749
67.1,0.1627
67.2,0.14386
67.3,0.17875
67.4,0.22474
67.5,0.19754
67.6,0.18141
67.7,0.27242
67.8,0.19184
67.9,0.16986
68,0.18671
68.1,0.19389
68.2,0.19617
68.3,0.15603
68.4,0.17151
68.5,0.19205
68.6,0.21621
68.7,0.12997
68.8,0.21999
68.9,0.17064
69,0.17913
69.1,0.19572
69.2,0.17238
69.3,0.2505
69.4,0.19044
69.5,0.19993
69.6,0.1773
69.7,0.15653
69.8,0.1597
69.9,0.20773
70,0.15885
70.1,0.24573
70.2,0.20006
70.3,0.17753
70.4,0.25685
70.5,0.2775
70.6,0.27225
70.7,0.24281
70.8,0.20318
70.9,0.1453
71,0.18235
71.1,0.21618
71.2,0.16979
71.3,0.17807
71.4,0.15691
71.5,0.21667
71.6,0.22832
71.7,0.16604
71.8,0.33601
71.9,0.18274
72,0.24407
72.1,0.25396
72.2,0.15601
72.3,0.16149
72.4,0.2261
72.5,0.25224
72.6,0.2552
72.7,0.17146
72.8,0.27063
72.9,0.24524
73,0.17702
73.1,0.19077
73.2,0.16836
73.3,0.21491
73.4,0.18334
73.5,0.19028
73.6,0.14512
73.7,0.20233
73.8,0.21859
73.9,0.18259
74,0.18965
74.1,0.2352
74.2,0.19358
74.3,0.18723
74.4,0.15249
74.5,0.23766
74.6,0.23631
74.7,0.28429
74.8,0.16238
74.9,0.16895
75,0.24692
75.1,0.22481
75.2,0.20805
75.3,0.21188
75.4,0.17453
75.5,0.18422
75.6,0.18496
75.7,0.16114
75.8,0.23376
75.9,0.17267
76,0.14243
76.1,0.17517
76.2,0.16274
76.3,0.1592
76.4,0.15241
76.5,0.23279
76.6,0.19258
76.7,0.21812
76.8,0.20953
76.9,0.26884
77,0.17344
77.1,0.1829
77.2,0.12236
77.3,0.17048
77.4,0.18781
77.5,0.30078
77.6,0.17098
77.7,0.24854
77.8,0.18365
77.9,0.16858
78,0.14476
78.1,0.18001
78.2,0.25222
78.3,0.20991
78.4,0.15427
78.5,0.18491
78.6,0.1796
78.7,0.17011
78.8,0.22536
78.9,0.20858
79,0.20938
79.1,0.15248
79.2,0.19008
79.3,0.22567
79.4,0.19846
79.5,0.16311
79.6,0.17796
79.7,0.15786
79.8,0.20097
79.9,0.31262
80,0.22016
80.1,0.18571
80.2,0.2081
80.3,0.15897
80.4,0.25491
80.5,0.18116
80.6,0.19651
80.7,0.34148
80.8,0.1424
80.9,0.22854
81,0.1787
81.1,0.16645
81.2,0.20662
81.3,0.15986
81.4,0.16729
81.5,0.22323
81.6,0.16633
81.7,0.19651
81.8,0.27242
81.9,0.1713
82,0.1436
82.1,0.17405
82.2,0.20261
82.3,0.23311
82.4,0.18651
82.5,0.21487
82.6,0.22568
82.7,0.20984
82.8,0.26363
82.9,0.195
83,0.18075
83.1,0.18292
83.2,0.18072
83.3,0.22742
83.4,0.23638
83.5,0.23994
83.6,0.1996
83.7,0.21531
83.8,0.1847
83.9,0.13452
84,0.22582
84.1,0.18043
84.2,0.25488
84.3,0.20478
84.4,0.17337
84.5,0.29282
84.6,0.16134
84.7,0.15802
84.8,0.17494
84.9,0.21763
85,0.15441
85.1,0.18481
85.2,0.21043
85.3,0.24327
85.4,0.19943
85.5,0.1812
85.6,0.16222
85.7,0.2114
85.8,0.17641
85.9,0.22995
86,0.23612
86.1,0.15825
86.2,0.25003
86.3,0.16439
86.4,0.15683
86.5,0.20515
86.6,0.20999
86.7,0.24334
86.8,0.21223
86.9,0.16747
87,0.16605
87.1,0.1939
87.2,0.24896
87.3,0.20381
87.4,0.20592
87.5,0.21398
87.6,0.20838
87.7,0.14467
87.8,0.184
87.9,0.2067
88,0.14131
88.1,0.18247
88.2,0.13977
88.3,0.15689
88.4,0.31757
88.5,0.26633
88.6,0.27225
88.7,0.22898
88.8,0.18389
88.9,0.1809
89,0.15971
89.1,0.2154
89.2,0.16095
89.3,0.18457
89.4,0.19249
89.5,0.1818
89.6,0.15972
89.7,0.20056
89.8,0.21938
89.9,0.20235
90,0.15245
90.1,0.16911
90.2,0.2314
90.3,0.17735
90.4,0.22457
90.5,0.15033
90.6,0.28589
90.7,0.26074
90.8,0.16651
90.9,0.20843
91,0.17771
91.1,0.20852
91.2,0.18479
91.3,0.29263
91.4,0.21749
91.5,0.18737
91.6,0.25263
91.7,0.1969
91.8,0.19921
91.9,0.21226
92,0.18825
92.1,0.18963
92.2,0.21973
92.3,0.1914
92.4,0.16162
92.5,0.16438
92.6,0.23756
92.7,0.1539
92.8,0.17414
92.9,0.14685
93,0.1988
93.1,0.17347
93.2,0.13817
93.3,0.19703
93.4,0.17922
93.5,0.14804
93.6,0.16667
93.7,0.18431
93.8,0.14126
93.9,0.1686
94,0.29754
94.1,0.19526
94.2,0.21774
94.3,0.23076
94.4,0.21419
94.5,0.20333
94.6,0.1573
94.7,0.25689
94.8,0.22553
94.9,0.30415
95,0.15012
95.1,0.26554
95.2,0.21984
95.3,0.14492
95.4,0.18363
95.5,0.1468
95.6,0.19051
95.7,0.20132
95.8,0.20775
95.9,0.2717
96,0.19319
96.1,0.14963
96.2,0.16319
96.3,0.16968
96.4,0.24987
96.5,0.15707
96.6,0.15511
96.7,0.15783
96.8,0.22655
96.9,0.16551
97,0.14487
97.1,0.14526
97.2,0.18119
97.3,0.19816
97.4,0.24186
97.5,0.18643
97.6,0.19502
97.7,0.17606
97.8,0.20268
97.9,0.18545
98,0.16487
98.1,0.16839
98.2,0.1472
98.3,0.16568
98.4,0.16972
98.5,0.18756
98.6,0.21781
98.7,0.18286
98.8,0.27424
98.9,0.21987
99,0.16388
99.1,0.2123
99.2,0.16539
99.3,0.16934
99.4,0.17833
99.5,0.20133
99.6,0.16953
99.7,0.18597
99.8,0.19842
99.9,0.15733
100,0.15571
